"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Euro area","EMU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","27.1364423613623","26.9131880954818","26.151288782685","26.2627722288779","26.5903788792189","26.7326432211169","27.0929467409178","26.3535350862606","27.1499184773194","29.3482941117275","30.4439937218353","30.362781063583","30.6193061141921","32.7061304222798","39.0092689826278","35.3625196911349","38.494191081723","38.5171628090372","37.288012851524","39.4396789662791","40.7435763838254","42.6353721215272","42.0537044927976","41.3714413103365","43.9901669233473","44.7142216654059","38.8689535634014","38.252414555551","38.6536484563882","40.9286993565026","40.0550038743537","38.899664620857","37.5000309819915","36.7584574233235","39.5918718727299","42.1764673602049","42.6944842924597","45.9094495328896","47.5079352025375","51.260512004255","59.2051579149934","58.2017459087684","56.2669350295666","55.2050729556618","57.4585357651412","60.0685432332462","63.7362894285743","65.1244173770904","66.3148605050559","55.6426856580204","63.5840450479423","69.0146079410676","70.0951210526336","68.8922278905156","68.385499270748","68.2708916743903","66.7636828233312","69.8454314248945","71.0211706600858",
"Eritrea","ERI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9228106278868","83.5697375950298","106.641426477772","93.4230800421701","93.8667989838044","84.7790825183201","71.8955326320231","77.077015935191","71.9169009806424","58.7478081068301","80.8971225824013","50.5603172971083","44.2719648990702","45.6107234599943","41.8606305654313","39.6821033752023","44.2693057645447","32.3693348435748","31.7896759188107","52.9193894348282","","","","","","","",
"Spain","ESP","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","11.986289663997","13.0255952636613","14.2949687849081","14.1022916662834","14.8754830865586","16.0560917396329","16.8691532337805","15.1767368314536","16.1839912114913","17.0178114804696","17.4528158969681","17.1488928432512","18.0526943448439","18.9541890957702","23.2131186470008","20.9277396200769","22.1719607788191","21.2424101253199","19.8709464787993","20.393509093647","23.6061312846931","25.9491578150714","26.5843794129118","28.6983983255685","30.4942807126787","30.0661534858287","24.8417577808241","26.2062497985643","26.6525404558984","28.0349223139027","26.7906308064119","26.6649392094314","26.0793668436948","27.1418200437579","31.2894062719357","34.4872432222965","35.6419046213872","36.7638736876241","40.2946647546576","37.8681659925023","45.5815934390716","43.3419284145881","41.2385596993412","40.2213909134357","41.2277810591814","41.6002586597834","42.893705819793","43.4381067850227","42.9534797375081","34.7245738666904","40.6138025519812","45.9090135998883","47.348729603877","48.3481269018","49.6323359886604","49.5482308977006","48.5577578099373","51.0921983638082","51.4104322260937",
"Estonia","EST","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.282025578887","111.712544801257","145.531980123114","142.991700004327","124.430363560164","156.214417536193","148.03677770755","139.291220664502","138.185668715293","118.316294034699","128.187111338118","136.415418158604","120.011359072205","117.73147798402","97.6364696050171","122.508224193192","147.46502473145","148.291099286278","138.376847183979","129.013328744251","119.426538481504","117.318428256956","117.140418301717","119.326829638893",
"Ethiopia","ETH","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","15.2766524173481","15.3742799975443","14.9161564574261","16.7854402957337","13.9861017845918","15.809352217852","13.4981883608223","14.2818697980918","12.2684580370988","11.3263335674256","4.90943599899642","9.60641060700731","11.1655766860937","20.280167805873","20.4462833414749","21.2682828528476","19.792271056235","26.5789232863419","26.0361427718818","21.1831708324132","27.5289788724759","26.4176579559594","36.8983523330079","35.060056717325","40.3027481349582","40.9008344401579","35.9556413222935","36.4984367930615","28.6274581680457","36.5206005584203","36.8387546550886","35.2868747068032","32.1858882742156","34.1255882075263","30.9689599099338","26.3251145305424","23.4604280037587","21.3359034114267",
"European Union","EUU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","30.051443711378","29.1984806354251","28.3946151084237","28.5416669975019","28.8922789323305","28.6751985536965","28.6987863859408","27.9840932501634","29.3891555465762","31.1665557114201","31.2555122702395","30.9808312616322","31.0005764483802","33.6692442043832","40.54638842134","36.5931480245091","39.58170269749","39.72463455333","38.3277874495485","40.2868261543851","41.3491751409618","42.5614206710575","42.3289774490248","42.1950734956753","44.9808677287441","45.613415856626","39.9337584446846","39.267862283045","39.3385731994986","41.2554295532326","39.9395505020537","38.5989614679095","37.5022648286412","37.5341449602645","40.3578819232881","42.4385641932163","42.9966714779534","45.4758105773549","46.4038764714902","49.1770641756476","55.8801869930375","55.0576488273269","53.3808992580271","52.629014854241","54.6367567005154","57.0692082797067","60.8731033284062","61.3511301900572","63.652932071023","54.4128640831716","61.7831568622459","67.0916809817235","67.4052283818228","66.457300801664","65.3513593598443","64.6100301043336","64.2862971265998","67.5140426838945","68.6353427754748",
"Fragile and conflict affected situations","FCS","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","34.7357672443183","33.4245779815741","30.8409885421061","27.1630969915569","35.3338001056973","27.0447513446421","25.5021222611816","26.4503077368201","31.6476986487654","30.181513068996","31.7872057153065","32.3478747980596","30.4661909628446","34.5494502830249","45.9753532309","47.3899601224323","45.3183741564","43.2511027629917","41.1419234154561","50.3900438079837","56.9742946568021","54.30934503718","50.811025478432","41.7052360120554","40.6939590566824","39.2761844583401","34.5900827788967","32.2151791894319","35.4944600346613","38.2027274336661","24.0119059768827","43.5462475104129","44.9711235903618","44.6558074608886","52.4802036733567","55.1206705925007","56.9866368716188","50.9457399940979","46.7313422961285","42.5966641615469","42.0175541348957","47.5062626538465","53.4587309580865","52.0299319984513","65.5293067131834","67.3011049790959","64.8020811817126","63.0765021633631","64.187987486576","58.0062698661238","59.8855585553814","58.6692962044174","61.7012503138342","60.2828234303595","54.7039321684392","49.0388195596502","42.7012579159189","46.2811701559819","51.8390528562242",
"Finland","FIN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","39.2986186556141","37.2868451078753","36.7789647912957","34.2292662055536","36.0000536796991","35.7769047818774","35.087054373248","34.0379512642457","36.5747207113675","39.8380789799523","43.4983300845734","41.2707949816763","41.1952268240543","41.9668117771221","49.4746535852304","44.5167507725998","43.0895303460844","45.5574786951639","45.2993374109303","50.7210574509423","55.4809957840983","53.7233753346984","50.1380595830123","49.6803917137476","48.9453325357957","48.018182379686","43.0716560408033","43.2890589068796","39.3004573051567","40.0908049668913","37.8553490825184","35.1061485476415","40.1232647433178","46.5280942995755","51.2748688965274","52.1314014367466","54.9177342739565","57.6205947371273","57.2749627020651","54.9872601498546","64.1588884567118","58.704784785062","56.8694399449723","55.932297501468","57.4092140815386","60.7838103986325","67.6884349473391","67.2432831325301","66.3404335324272","49.2021783250197","55.8196540909599","59.7082143817754","58.2552524979779","56.303036203296","55.426577988712","51.6412252136101","49.6837954806835","54.951601215232","56.4149703515946",
"Fiji","FJI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","77.4514573991031","70.9475780409042","74.8536885245902","88.061673151751","102.118974820144","91.7838184931507","80.3431913116124","82.3977064220183","88.0487654320988","88.3731324544884","86.8661626694473","87.1848985370458","80.2146192116342","80.7581197877269","82.8872888888889","68.8326513455456","62.7742403083755","73.7978520517431","73.0790088293933","76.8820464679653","85.8163987174546","83.4209998106419","74.2033953112369","70.3405646698858","66.3838469379754","65.63208507406","59.7568516111377","64.4362612612613","80.4521227009322","90.894749352868","93.5659545454545","79.6332615083252","70.0481692220823","71.540987507436","77.4673477024398","76.6869717420333","81.4834504685408","75.7881611590751","74.4816113254549","77.8510234491412","84.0206527791261","85.7176067348452","76.8441171259388","80.8744369442469","78.4232573194803","76.7612597976702","80.5094475139562","75.0355953955689","90.4295167142205","72.1097413528406","84.3493885346751","86.129914710793","87.461958851061","93.8870059172757","95.1829313948454","63.5551565319048","65.8041600035434","64.0566469054141","68.0718431727236",
"France","FRA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","20.9859384973879","20.347714746722","19.3791993577559","19.8103791448985","20.2377930913762","20.1251810912772","20.6523716849457","20.0810037692608","20.7336154487011","23.1407958350031","25.0780768190425","25.3948662548505","26.2651287327382","28.1386509930639","34.7316322056485","29.6666994098594","32.4871917597171","33.0913449171629","31.8051122298237","33.8301068782803","35.7764356198951","36.9387030010687","36.3166501760272","35.8744519701404","38.0505317171831","37.9516219715477","32.9693626165609","32.8480805576746","34.0231639564858","36.3225431818205","35.5366564345553","35.365334811144","33.9294015029404","33.1845191262907","35.6225354891695","36.8843254098219","37.3717575259569","40.4141438005163","41.8068223295283","42.9621845840004","48.9301903779627","47.3667580613704","44.2338822757362","42.9713254584323","43.6277574017661","44.057215037049","44.7593306878064","44.8015604421643","45.6771797799617","38.868684057504","42.9438015335768","46.0088502465644","46.3190742965424","44.9091104261098","44.1637725754639","44.1726893615455","43.2502013096804","44.6136763202031","45.162667326809",
"Faroe Islands","FRO","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3761089483681","83.7290391923535","95.1164076376554","88.3541065988253","81.5731812527587","89.155936233121","73.6863125840386","77.6713552222673","72.6147460829923","76.9416700989829","75.651821128646","68.1181595118662","69.771153051654","80.0898798981484","88.9617075830974","83.8448882434273","77.4230992601819","76.7761807804084","80.7303526709388","","",
"Micronesia, Fed. Sts.","FSM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9366479550922","55.4733727810651","59.7826086956522","59.5667870036101","69.0623245367771","70.0604838709677","53.8271604938272","49.5264372121839","53.9192682332803","56.0656509439571","56.4544253440305","52.1162600465421","55.3110862711452","58.3207214773139","54.2345599175966","59.5244404906445","62.4747497886271","59.5644043119832","61.1748008760231","63.9256342183006","69.2361126433511","70.3655113268828","66.7733916802377","84.0574025103212","75.4303439102416","70.5605545616608","60.6919384124624","63.4558634328289","71.2346572673294","68.0681573295881","53.7007416159499",
"Gabon","GAB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","55.8426316192936","54.283664966541","54.7056316901526","78.3271677164535","70.0111745759391","73.7390558787133","67.927658440207","68.8655319864867","64.5230163363878","68.8409291318353","69.1779763781094","71.0005706581506","85.2480546348149","72.0827215212397","71.2335578158676","65.4432991526329","54.4292740383132","73.2909989337336","72.1496110985564","78.5413455390183","66.5243192065528","78.7619893909493","83.6924664120256","79.1737450070457","76.7945303258052","84.0141201845218","62.7857568419417","61.4907008637102","51.8189659504861","56.4922971388157","52.450368258277","56.9506863792899","49.7461653763528","71.7116811685088","74.1143859293113","72.4967072559793","72.7251609585279","77.4946860248947","67.3370315387524","69.3760567223964","70.009753128984","70.2547996644766","66.7372058424223","65.6887673439902","65.4307363554452","68.2327802441633","69.535809704263","68.0603700596771","78.2083469338739","65.1215081201609","81.268457641438","73.8515720933377","76.4175536020459","78.4105498253253","72.6797592888755","60.0598520346374","46.9304019240202","53.717918919682","55.4902569338538",
"United Kingdom","GBR","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","32.6885640728263","31.0361802388546","30.1878591385154","30.6950419229085","30.8884695252473","29.7606910675345","29.3517492227743","29.0442853275574","32.8749765607293","33.3750825618938","31.6066310995207","31.0274735458429","30.3862497428513","35.4034061124259","44.8194760894957","40.0253747460512","43.4624565469293","45.2551044318905","42.7827509234256","42.3689094180701","39.9468828080972","37.9003345411301","38.176956318221","39.1527674217727","43.0360894202556","42.9624716525334","38.8098711952641","38.3357936683737","36.7538342020556","37.7690942469003","37.3362997565266","34.5565256510372","34.8875238704494","36.8101706573374","38.5058262524222","37.8184910151488","38.7296021172595","37.8421248681442","36.2546314810368","35.7895196080523","38.4332284105712","37.919863569919","36.3375259942043","34.4954015946038","34.037327928315","36.0447934225885","39.4333756963289","35.0211672706466","38.909665804952","36.494746329884","41.0556540211725","44.915098654003","43.6378105005571","43.603473507016","39.3599501141637","37.4895830062871","39.3226418110243","41.1173600183813","41.0327318038528",
"Georgia","GEO","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9938672922252","8.73691807597778","19.6907510916547","20.1579083226383","28.6281569744597","33.7279353648898","29.8325873690289","33.1431300455139","33.7538975833195","33.2661522325442","33.6300398331567","40.1374505201948","48.6404364687561","52.3329188537992","59.5708859382592","63.3743688874766","60.9375021625277","52.3276399846547","59.5781201641012","64.1099864853208","65.7117352573632","67.7384772397969","69.4335229241351","67.9240716598017","65.4261777627577","70.7828774579487","76.9471929751955",
"Ghana","GHA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","56.5217730724971","55.4244464516129","47.3774042553191","43.4839745454545","38.1794883495146","37.302841473397","29.1586245059289","34.9132526595745","38.3943905882353","34.3518027986007","39.2319840194776","38.14476272","34.6542841918295","44.9808626106827","53.8624463519313","57.1864470944539","61.260190009194","64.3375436710562","57.3109215667588","45.9426688399121","53.6980304303183","51.415749416187","39.1229482597078","59.3008848205262","25.7463270759644","32.9237866662974","33.3298260793558","42.0309651474531","36.8229810739386","43.6234355678818","35.6926065584439","25.3465973012063","53.3372697676493","59.4845432710932","64.8904514889529","56.1472967220094","54.4629895843439","57.4781980245724","58.254486586494","67.3631424989553","93.1964128533284","91.6290217936628","74.1121525930171","72.5066197887774","73.4571476459955","75.9343815802461","51.3531123199464","49.501551930743","54.4714108322726","53.453234846708","58.685728803235","72.3418805251194","74.6666722998687","49.5470589974369","51.8962972061738","48.3633651048762","43.7340807566439","44.8871983958664","42.1438227300029",
"Gibraltar","GIB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0246302451093","49.5704695053687","46.8062736586141","48.6836223905864","52.2759897756319","47.1658910144897","38.2692055845753","39.3709994270932","36.1194480134632","41.1776273051317","35.0733699018388","34.4892422602966","34.2773438585212","34.4381041150014","42.6659762598678","47.0099492850121","46.6498074775282","36.2402710003728","41.5672370375763","56.9614954136161","47.132486502668","38.5391871179513","38.8846973149949","31.4132794116837","41.9641568290497","52.1581201660178","54.7522286225534","44.8271828002999","50.5554860089153","45.1774908008438","79.5279604302002","81.4699605484531","71.6574185339648",
"Gambia, The","GMB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","76.9015832805573","79.2369894982497","82.6031486880466","79.7011689691817","66.9256539697109","61.0099563318777","74.3726351351351","74.48","93.9481391092129","90.2914765906363","97.157069620717","90.5178934097921","80.8907087053572","96.0821733158653","81.3005739456674","69.9382385704606","68.0393344868765","76.365717974837","84.0199653870359","60.2503441606462","74.8735998755445","75.6935417734495","73.4982196260376","66.1692958870677","69.0670083283436","35.0564941949884","38.5016307479381","43.4412604752639","33.0881110203719","25.1909364043866","32.8917465628337","36.4595310373453","29.6327938237955","25.03917095735","25.9287273404305","20.8027594404847","30.7832769308297","33.0569130951689","42.6755347793568","42.7765855572998","41.2169649170519","41.8082411554527","34.790493164746","41.081918573155","37.0873752906759","48.5366106177971","54.8335887773629","33.3567028957848","38.9972347725626","35.2903299916167","33.1415435883942","43.9755276754693","43.4604854560326",
"Guinea-Bissau","GNB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","39.3732815865078","42.0167761558069","39.9074928056564","53.706752031071","47.5827319441716","41.2898053780445","38.2608268844737","43.489149340391","49.7281829843018","62.4273042830779","59.645472342837","41.3618466341112","37.456886556347","39.1251761426615","46.9385586576295","50.0499619827527","53.7531118607586","50.0470666744949","49.8607182444684","38.9409896627193","43.0394905487599","37.3322420188178","45.0702345871629","37.5716359719069","83.6091858200615","61.819074150145","42.5264750409376","51.0145189958212","43.5924975369458","45.4450951833444","32.6873450702889","31.8651431899984","27.1736855070764","27.2886657252137","29.9373374153976","33.231328751987","33.9619119647652","39.512050125163","37.8185608617835","39.187291388642","38.042512395515","43.8828335211311","31.6376428794852","32.1288171882915","36.0698197518876","43.8057280856536","44.3047025694646","45.2168885861459","46.2227627167521",
"Equatorial Guinea","GNQ","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","537.118656048676","424.350519578313","440.512298950207","81.8553888130969","83.924178845319","94.0298681496098","100.719424460432","105.614348251094","73.8714679531358","86.2242120661377","70.3050033292115","56.6479950960705","52.0391582900696","44.1053897416198","13.5065972572714","23.0796926232102","","","78.9844483348055","103.453656450059","97.0771914898864","72.0032198888124","65.5790944762567","59.5635138860947","99.4668097951287","103.914638263989","109.414998165663","104.23042450188","109.704469356943","93.7730780320405","78.6891957597656","85.264089543272","98.2074639842369","174.828418279793","225.412180806993","193.29116895965","203.945306459372","182.574037258561","147.99256454674","174.384501514496","145.233736857228","149.270794555531","129.025256464268","101.906095559074","101.392662484125","99.2753917026099","96.2283668266338","97.7987777354843","95.0084981429688","95.9802147943814","102.748476734767","94.8110165553851","86.2420324575048","76.0610876322251","64.2916923835049","59.9841476706476","61.6484244893312",
"Greece","GRC","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","20.3529577792751","18.6800416011244","17.8505279819393","18.3881677280734","17.8734534778654","19.2353764376217","19.2653135899218","18.3983048937982","18.7692750425504","19.0660619660753","19.7947276845553","18.9147903801532","19.0577637654024","22.0737170741694","25.3044165871141","26.8212655245275","27.670029011094","26.5616377713909","25.2924070871157","24.7770470464769","27.6281769792684","24.9414920945994","26.2257905355119","28.1475163122367","29.6772025062448","30.683268283531","30.1492062616608","30.0078818635969","23.2778683642378","29.9308907999605","28.4826736891994","28.7664734242911","28.1609740369145","27.9893975000781","26.5098818727544","26.9962310463438","27.3882889583613","26.7153123503971","28.4985949707717","29.1839394284638","34.7572914117547","32.6937054859399","27.2922976905474","28.8395247925667","28.3002008721811","28.9422597434447","30.8681027845461","32.0598623003585","33.5613978032604","27.247554937688","31.6884354667848","35.1962357683183","40.204230057762","41.1353175117208","42.273205020452","39.1777148518679","39.4765061912017","44.0257809434564","47.9815231575948",
"Grenada","GRD","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","64.3406179466695","60.0074366448843","63.5731873985641","60.4145391191889","63.120439938514","59.7916428662711","57.6615718761989","50.8474655206785","54.8505618193555","61.3040634736074","56.27656490287","52.8859830824337","47.50724576938","47.4651518020523","47.8790433501144","40.9465495277713","44.5431156678078","43.677280716754","42.6685347590527","46.8777964286266","49.9757015343825","52.7019750241644","49.3766334494957","55.1875986650142","48.9966085237873","43.8615220667873","50.0830424721371","44.2316434970335","51.1957444682551","46.3717891591154","52.4592865703006","47.7011417199665","40.3228130024145","44.4869132768913","47.1324994494312","47.0069182867238","48.0643643154863","41.3605125956759","40.6215426646558","35.8881683229404","39.9331856999624","40.746875129692",
"Greenland","GRL","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","96.3751068756782","90.3230657554927","88.5946827799643","89.9012702685266","116.526144728037","101.801987172113","89.2929772886291","89.2764231984347","78.9350127948266","104.601897876186","107.970652254939","110.155670103093","111.82761705935","107.164214398318","116.772048867396","113.835611428571","102.81656077065","108.332266988489","101.267399570177","87.8686685302339","88.0300380589915","73.6846893263611","76.0172849162011","71.0726896207585","64.421206627071","66.5869186475712","69.9785512672811","64.3567998870216","57.7460246593121","60.6241854573093","59.7361033244527","54.5032920353982","59.0178006500542","51.7721393373975","50.8645690421021","53.7894321695468","52.4564240070167","52.8044189331526","55.2997417724301","43.5582018462264","47.4600852393806","52.375380409517","51.1942579300764","55.75517159057","50.1750673938938","42.9351883571828","48.2396672633809","","",
"Guatemala","GTM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","22.4223862037549","21.4544461274678","19.9370409233998","25.5780804561292","28.2503293241728","31.1701991264984","31.1353994391314","30.6157550739594","29.5560384973611","29.4391995708989","30.1470588235294","29.2220878677952","30.9808213962785","33.7459118112287","40.2340673804861","37.2198908362818","36.6297832162837","40.3795259418109","39.1229849068301","39.7676226416822","39.5750567987104","33.8541957413583","28.7713672859252","25.2486176685694","25.4276660461704","22.9590606620727","27.6964892808657","34.3571799301492","32.8886843384381","32.839026479983","36.7575682764202","32.4576682699163","36.6541313373351","34.5528060007102","33.3584026665758","36.0549585926264","33.1869509044024","35.0926970102782","37.1942098844715","38.5077041787542","40.8630339992535","43.1646533995334","56.8955482446313","57.4238915255028","60.55010592238","58.3579429609027","59.3425689595031","60.0179864842551","56.9385135792362","49.6765890034614","53.9472606095044","56.6868587296412","53.5301128571673","51.1465415353484","49.5297155482724","44.4049975944537","39.9993280467518","38.8653304271816","39.1955447811868",
"Guam","GUM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0917207792208","13.1948451625313","13.5869565217391","20.1697363669195","11.768826619965","10.9269808389436","11.4866018091825","",
"Guyana","GUY","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","93.9986291980809","92.5485247959824","86.6896169958109","97.2934948556256","93.441928721174","94.2620689655172","99.2541152263374","97.131436632965","97.9325353645267","97.8740473325311","100.821508588499","101.400460911186","101.618554980811","101.93858560794","120.980412695087","143.292631578947","141.49282633571","127.367297946119","113.394336199416","115.187391599427","126.160477453581","138.509714371303","111.825726141079","85.8310626702997","96.6566388059748","95.2615384615385","90.161294477479","142.981290849459","107.781539579061","127.705718937409","143.223752692898","159.238823589796","196.480934651431","197.753196671402","177.859970793633","157.972600642325","162.034345850733","163.654758448667","142.711667113197","144.367441321214","150.280376724967","149.122206114069","144.60192050653","146.555328673367","157.905216364387","162.568992497255","101.2716402638","99.8747001056987","109.911611495937","93.3380747704011","100.166061783068","112.57658585036","119.270513198036","108.779904929985","96.112502278175","82.665431737872","82.448060410652","86.2959885581965","87.9395346315595",
"High income","HIC","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","15.6088774415973","16.0598372300464","15.7562163550884","16.0447077306871","16.5438898504526","16.6742145228474","16.8898429204089","16.7048967049094","17.4095731581166","18.1697385216275","19.7896318492171","19.9583140191287","20.4978200017209","23.3645857671035","29.7272936833474","27.5010949065497","29.0140801189847","29.1235100831068","28.3804802370506","31.2055475008483","34.0754331754987","33.0963798681537","31.1237349248257","29.3374697133467","30.32368008087","29.3434781756426","27.249996315493","27.913755376096","28.4859622929586","29.4810794999725","30.1945780009637","29.3182676117442","29.0804206945606","28.3814759126581","30.0038966698296","32.1313792079561","33.1878249755648","34.6087422603743","34.3693047693256","35.0014094515187","38.2467588718959","36.8735660702909","36.634865534337","37.8663150459716","40.699327099112","42.8569255189044","45.9944707443565","47.8040086571063","50.6878114095061","41.5579954218656","46.9481828713048","51.2614495117248","51.0763549741683","51.3095168615789","50.3753577737438","46.8911251153118","45.1717164113942","47.2778422755689","48.6000617849081",
"Hong Kong SAR, China","HKG","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","129.845877319546","125.245572099262","119.887388051111","112.127419200153","113.665901749664","111.372178026231","124.144273211035","124.235137318255","139.935584588399","145.309646550394","142.602813122133","139.99100258611","127.703376897526","133.572141699131","135.759469940728","127.308633769586","134.525532965989","127.62546258392","135.664701102795","143.243134678013","150.0844064504","154.275860016822","143.103532562945","156.695278280199","175.406065070689","171.632448944371","175.342664659543","196.361024115308","224.12295591277","219.504564315507","217.234775621771","227.678580113782","236.808865436795","229.899396440425","233.663326492697","255.745282813497","239.296656555771","226.380430986328","214.122337260736","214.223369799354","242.750309719395","232.034520982604","246.407514547062","286.246160890417","318.413208711955","326.198563632823","340.206523918899","340.041031212366","348.05049216773","318.465039424558","368.294908902165","388.883317152856","398.429435043364","419.962315385317","385.952611587143","345.856375877712","331.629895764784","333.729351459438","329.692177813579",
"Honduras","HND","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","40.2204677491435","40.707467714767","41.5215989684075","43.3934666016577","43.1072210065646","48.9531111766441","53.0957359759978","53.5027587359973","56.7408781694496","52.694606834236","55.3250345781466","52.3939808481532","49.5641375818267","57.095893539501","64.8622522957951","61.8327402135231","63.5014860349216","65.1692142907821","42.0051116716415","44.0145566982249","46.3438968864136","42.2859656678425","31.8996572211961","32.9483978721735","32.9175452246428","31.6021571093519","30.4517802933804","26.1367328677013","30.1894868475363","33.6502934377681","38.0255203734813","41.6033109032536","43.5099179246353","52.3065107715718","64.9034430768075","68.2194954121678","79.6160483625101","88.3896098934234","96.7903024760699","98.3237947541007","103.202530514504","100.120573805422","104.526311366146","104.762946635503","118.112160333111","119.861118370683","116.033213436028","119.522685191025","120.756558463312","84.2115441248818","96.4484582796247","108.613227669479","107.225120047013","102.252462871846","97.703362141848","92.7476595116424","85.8687988802966","87.178918040023","89.5046578845294",
"Heavily indebted poor countries (HIPC)","HPC","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","33.7755039728041","33.2750072811961","30.7525991894913","28.2387134823682","33.8386164370931","31.1146598680332","30.5758311392911","32.379979965712","33.7419065848018","33.1610475060073","34.8679317435254","34.4372109570622","32.2355723878295","34.6179382387301","38.7992223768678","35.0991547163726","35.9025544212393","36.4113087353302","34.2613349757286","35.1815430968251","42.2595467428725","37.1109399704872","33.4547105188504","34.0177466994184","32.909228681147","31.588255441411","29.7850165529898","28.9929193471235","29.1958891092471","31.909677114008","32.1345131885762","29.0559932903112","33.3776456025356","32.2783713160135","38.1789732173505","40.0482733232781","41.920900709337","40.6035454612344","40.5527176883915","40.5244457923053","39.427905855812","43.4977812554319","43.7261919372624","44.6420115565676","48.6109110984948","51.8914190950447","51.5682142518888","50.9381421427323","52.9958819662834","45.5292179130764","50.7135297133871","55.422815122266","55.0026324576241","51.3640005502862","49.3872414593355","43.7656520613483","40.2419282905189","39.8039618029829","44.0425078931734",
"Croatia","HRV","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.016045615221","52.4832897035525","54.9154235343864","50.3024825420505","51.7468172573651","56.5759395467754","59.3095537473012","58.123931692544","58.8335902262643","59.3400088242735","60.4094876729159","63.1650644846076","63.1333936221591","63.6077058314685","50.2173269044668","53.2405908917757","57.6943926645383","58.7160997415396","59.6325031354283","63.5272383968248","67.6427136937875","69.1875774389794","74.0886771888925","74.7825127161055",
